name,website,praesidia,category,lat,lon,city
Tranströmerbiblioteket Medborgarplatsen,https://biblioteket.stockholm.se/bibliotek/transtromerbiblioteket,,library,"59,3146821","18,0729835",Stockholm
Traxton Recording,http://www.traxtonrecording.com/,,media_agency,"59,32076","18,066124",Stockholm
Trädgård på Spåret,https://Ingen webbplats,,urban_farm,"59,30663","18,05907",Stockholm
Trädgården,http://www.tradgarden.com/,,dance_club,"59,3044877","18,0780565",Stockholm
Tundell Salmson audio,http://www.tundellsalmsonaudio.se/,,arts_and_entertainment,"59,29144","18,1179",Stockholm
Turteatern,http://www.turteatern.se,,theatre,"59,2843988","18,1134492",Stockholm
Tussilago Arkitekter,http://www.tussilagoarkitekter.se/,,architectural_designer,"59,292802","17,990819",Stockholm
Tåp Studio,https://tapstudio.se/,,dance_school,"59,3404633","18,0798983",Stockholm
U.D. Urban Design AB,http://www.urbandesign.se/,,architectural_designer,"59,3088978","18,0912134",Stockholm
Under Bron,http://underbron.com/,,dance_club,"59,3043055","18,0788013",Stockholm
Ung Teaterscen,http://www.ungteaterscen.se/,,theatre,"59,31739","18,06343",Stockholm
Unga Klara,http://www.ungaklara.se/,,theatre,"59,332395","18,065933",Stockholm
Ungdomens Hus - Skärholmen,http://www.skarholmen.fryshuset.se/,,community_services_non_profits,"59,27509","17,90598",Stockholm
UNGiKÖR: Sveriges barn- och ungdomskörer,https://www.ungikor.se/,,community_services_non_profits,"59,316349","18,043745",Stockholm
Unidos do Samba,http://www.unidosdosamba.com/,,community_services_non_profits,"59,3388","18,05998",Stockholm
Unna Design,http://unna.se/,,architectural_designer,"59,3003513","18,0287226",Stockholm
Urban Artists Sthlm,https://urbanartists.se/,,arts_and_entertainment,"59,3070582","18,0808794",Stockholm
Urban Minds,http://www.urbanminds.se/,,architectural_designer,"59,3156505","18,0757282",Stockholm
Urkraft,http://www.urkraft.nu/,,dance_school,"59,3457123","18,055023",Stockholm
UusiTeatteri,http://www.uusiteatteri.se/,,theatre,"59,3418411","18,0478513",Stockholm
Vadstena-Akademien,http://www.vadstena-akademien.org/,,theatre,"59,3438086","18,0511498",Stockholm
Vantörs Konstförening,https://www.vantorskonstforening.se/,,art_gallery,"59,2629466","18,0432283",Stockholm
Vardag arkitekter,http://www.vardag.se/,,architectural_designer,"59,3110568","18,0564869",Stockholm
Varg Arkitekter,http://www.vargarkitekter.se/,,architectural_designer,"59,3163199","18,0833128",Stockholm
Vasa Museeum (Vasamuseet),http://www.vasamuseet.se/InEnglish/about.aspx/,,history_museum,"59,32837","18,09156",Stockholm
Vasamuseet,https://www.vasamuseet.se/,,art_museum,"59,3280233","18,0913964",Stockholm
Vasastans Körakademi,http://www.vasastanskorakademi.com/,,music_school,"59,3385","18,0397399",Stockholm
Vasaträffen Fritidscenter,https://senior.stockholm/hitta-traffpunkt-och-motesplats-for-seniorer/traffpunkt-och-motesplats/vasatraffen,,arts_and_entertainment,"59,3420036","18,0518099",Stockholm
Vattumannen,https://www.vattumannen.se/?utm_source=facebook,,bookstore,"59,3331652","18,0418236",Stockholm
Verket,http://verket.org/,,art_gallery,"59,30444","18,07876",Stockholm
Victoria Hall,https://Ingen webbplats,,auditorium,"59,2777336","18,0143359",Stockholm
Vida Arkitektkontor,http://www.vidastockholm.com/,,architectural_designer,"59,3388464","18,0575853",Stockholm
Virtuoso Musikskola,https://Ingen webbplats,,music_school,"59,3415267","18,0330933",Stockholm
Vitterhetsakademiens Bibliotek,http://www.vitterhetsakad.se,,library,"59,3338104","18,0907931",Stockholm
Vocal Colors,https://kulturfyren.se/musik/vocal-colors/,,choir,"59,3247114","18,0712384",Stockholm
Vocal Devotion,http://www.vocaldevotion.com/,,music_school,"59,3418932","18,0288455",Stockholm
Vocalcoach-Stockholm Cecilia R Ray,https://www.vocalcoach.se/,,music_school,"59,3457168","18,0689057",Stockholm
Vocalux Röststudio,http://www.vocalux.se/,,music_school,"59,3326013","18,0401164",Stockholm
Voice Centre,https://www.voicecentre.se/,,music_school,"59,3456657","18,0453374",Stockholm
Vrak – Museum of Wrecks,https://www.vrak.se/,,museum,"59,3263245","18,0950993",Stockholm
VREX Stockholm,http://www.VREX.se/,,arcade,"59,3516585","17,9669809",Stockholm
Vår Teater Högdalen,https://Ingen webbplats,,theatre,"59,2633219","18,0389291",Stockholm
Våra Gårdar,http://www.varagardar.se/,,cinema,"59,3224525","17,9860222",Stockholm
Vällingby bibliotek,https://biblioteket.stockholm.se/bibliotek/vallingby-bibliotek,,library,"59,3624444","17,8705027",Stockholm
Vällingby Folkets hus,https://fhvallingby.com/,,community_services_non_profits,"59,36232","17,871352",Stockholm
Vällingby Kulturhuset Stadsteatern,http://kulturhusetstadsteatern.se/Vallingby/,,theatre,"59,3628243","17,8712263",Stockholm
Världsbiblioteket,http://www.solidaritetshuset.se/,,library,"59,30941","18,0968",Stockholm
Västerbokhandeln AB,http://allbok.se/,,bookstore,"59,284622","17,968031",Stockholm
Västerortsaktivitetscenter,https://Ingen webbplats,,community_services_non_profits,"59,34273","17,87455",Stockholm
Västertorps Marknad,https://www.facebook.com/vastertorpcentrum/?locale=sv_SE,,arts_and_entertainment,"59,294175","17,9701056",Stockholm
Waldemarson Berglund Arkitekter,http://www.waldemarson.se/,,architectural_designer,"59,333548","18,082816",Stockholm
Wanna Dance,http://wannadance.se/,,dance_school,"59,291423","18,0820359",Stockholm
Wasa Museet,https://www.vasamuseet.se/,,museum,"59,3367222","18,0556944",Stockholm
Watz Studio Stockholm,http://www.watzstudio.se/,,art_gallery,"59,34703","18,11122",Stockholm
West End Stockholm,http://www.westendstockholm.se/,,theatre,"59,3670782","17,8434491",Stockholm
Wester + Elsner Arkitekter,http://www.wester-elsner.se/,,architectural_designer,"59,3299896","18,0772632",Stockholm
Wetterling Gallery,http://www.wetterlinggallery.com/,,art_gallery,"59,33148","18,0699966",Stockholm
White Arkitekter,http://www.white.se,,architectural_designer,"59,3045311","18,0803569",Stockholm
Wi landskap,http://www.wilandskap.se/,,landscaping,"59,3291458","18,0968834",Stockholm
WIFT Sverige,http://www.wift.se/,,community_services_non_profits,"59,3346778","18,0602789",Stockholm
Wild Boys Studio,https://Ingen webbplats,,music_venue,"59,2955115","18,0292958",Stockholm
WILLAS contemporary,http://willas.com/,,art_gallery,"59,3319119","18,0693453",Stockholm
"Wilund Arkitekter och Antikvarier,",http://www.wa2.se/,,architect,"59,3414403","18,0826195",Stockholm
Winroth Arkitekter AB,http://www.winrotharkitekter.se/,,architectural_designer,"59,3156822","18,0310068",Stockholm
Wip:sthlm,http://www.wipsthlm.se/,,arts_and_entertainment,"59,291429","18,0092288",Stockholm
Witte Sundell,https://www.wittesundell.se/,,architectural_designer,"59,3155348","18,0355288",Stockholm
Wollbeck Produktion,https://Ingen webbplats,,theatre,"59,347932","18,103235",Stockholm
Young Art,http://www.youngart.se/,,art_gallery,"59,3446545","18,0648547",Stockholm
Yxfeldt Arkitekter,http://framark.se/,,architectural_designer,"59,3350991","18,086856",Stockholm
ZebraDans,http://www.zebradans.se/,,theatre,"59,3102086","18,0860223",Stockholm
Zigzag Animation,http://www.zigzag.se/,,arts_and_entertainment,"59,3107099","18,0795291",Stockholm
ZIN Arkitektur,http://www.zinark.se/,,architectural_designer,"59,3283857","18,0467777",Stockholm
Zinken Art AB,https://www.zinkenart.se/,,art_gallery,"59,3175095","18,0527829",Stockholm
Zita Folkets Bio,http://www.zita.se/,,drive_in_theater,"59,338532","18,0682463",Stockholm
Zitas filmpedagoger,http://zita.se/skola,,community_services_non_profits,"59,33857","18,06821",Stockholm
ZOEN ab,https://www.zoen.se/,,architectural_designer,"59,2560238","18,0821149",Stockholm
𝕫𝕠𝕦𝕜 𝕚𝕟 𝕤𝕥𝕠𝕔𝕜𝕙𝕠𝕝𝕞,https://zouksocstockholm.se/,,dance_school,"59,324622","18,07135",Stockholm
Zouk KTH,http://www.zoukkth.se/,,dance_school,"59,35197","18,06905",Stockholm
Åkermyntans Spelbutik,https://Ingen webbplats,,bookstore,"59,380087","17,817115",Stockholm
Åmells,http://www.amells.com/,,art_gallery,"59,33473","18,0743336",Stockholm
Årsta Folkets Hus,http://www.arstafolketshus.org/,,cinema,"59,2973611","18,0528267",Stockholm
Årstabo,https://biblioteket.stockholm.se/bibliotek/arsta-bibliotek,,library,"59,2970903","18,0514164",Stockholm
ÅWL Arkitekter,http://www.awlark.se/,,architectural_designer,"59,3145457","18,0814215",Stockholm
Älvsjö Bibliotek,https://biblioteket.stockholm.se/bibliotek/alvsjo-bibliotek,,library,"59,278242","18,007691",Stockholm
Ängkvist Musik Produktion,https://Ingen webbplats,,theatre,"59,2534207","18,1039401",Stockholm
Äppelvikens Bokhandel,http://www.appelvikensbokhandel.se/Appelvikens_hemsida/Valkommen.html,,bookstore,"59,3292002","17,9740259",Stockholm
Ö2,http://o2scenkonst.se/,,theatre,"59,311433","18,0750199",Stockholm
Örby Bibliotek,https://biblioteket.stockholm.se/bibliotek/orby-bibliotek,,library,"59,2751927","18,0276203",Stockholm
Östasiatiska museet,http://www.ostasiatiska.se/,,art_museum,"59,3263098","18,0830801",Stockholm
Östberga Kulturhus,https://ostbergakulturhus.stockholm.se/,,community_services_non_profits,"59,2889548","18,0334176",Stockholm
Östermalms bibliotek,https://biblioteket.stockholm.se/bibliotek/ostermalms-bibliotek,,library,"59,3402365","18,0915949",Stockholm
Östermalms Dansstudio,https://en.ostermalmsdansstudio.com/,,dance_school,"59,3536054","18,0895132",Stockholm
Ιδρυμα Ελληνική Πολιτιστική Στέγη Stiftelsen Grekiska Kulturhuset,http://www.grekiskakulturhuset.se/,,cultural_center,"59,3483688","18,0479266",Stockholm
